sensor_index,name,latitude,longitude,episode_number,onset_time_utc,peak_time_utc,end_time_utc,duration_hours,hours_flagged,peak_pm25_atm,mean_pm25_atm,event_integrated_excess,baseline_median,robust_mad,event_threshold,baseline_source,event_rank,is_primary_event,hours_after_fire_start
65657,Pleasure Point,36.958485,-121.97253,1,2025-01-17 03:00:00+00:00,2025-01-17 03:00:00+00:00,2025-01-17 04:00:00+00:00,2.0,2,28.4,26.0,39.8,6.1,3.26172,20.0,pre_fire_window,1,True,1.4166666666666667
65657,Pleasure Point,36.958485,-121.97253,2,2025-01-17 17:00:00+00:00,2025-01-18 02:00:00+00:00,2025-01-18 12:00:00+00:00,20.0,18,39.7,27.794444444444444,390.5,6.1,3.26172,20.0,pre_fire_window,2,False,24.416666666666668
65657,Pleasure Point,36.958485,-121.97253,3,2025-01-19 01:00:00+00:00,2025-01-19 01:00:00+00:00,2025-01-19 07:00:00+00:00,7.0,7,39.8,29.142857142857142,161.3,6.1,3.26172,20.0,pre_fire_window,3,False,47.416666666666664
65657,Pleasure Point,36.958485,-121.97253,4,2025-01-19 18:00:00+00:00,2025-01-19 18:00:00+00:00,2025-01-19 19:00:00+00:00,2.0,2,22.2,21.25,30.300000000000004,6.1,3.26172,20.0,pre_fire_window,4,False,64.41666666666667
65657,Pleasure Point,36.958485,-121.97253,5,2025-01-20 02:00:00+00:00,2025-01-20 04:00:00+00:00,2025-01-20 09:00:00+00:00,8.0,8,35.4,30.525,195.39999999999998,6.1,3.26172,20.0,pre_fire_window,5,False,74.41666666666667
65657,Pleasure Point,36.958485,-121.97253,6,2025-01-20 15:00:00+00:00,2025-01-20 18:00:00+00:00,2025-01-20 19:00:00+00:00,5.0,5,27.8,24.18,90.4,6.1,3.26172,20.0,pre_fire_window,6,False,88.41666666666667
65657,Pleasure Point,36.958485,-121.97253,7,2025-01-21 02:00:00+00:00,2025-01-21 02:00:00+00:00,2025-01-21 02:00:00+00:00,1.0,1,21.9,21.9,15.799999999999999,6.1,3.26172,20.0,pre_fire_window,7,False,96.41666666666667
65657,Pleasure Point,36.958485,-121.97253,8,2025-01-22 01:00:00+00:00,2025-01-22 05:00:00+00:00,2025-01-22 05:00:00+00:00,5.0,4,87.9,40.650000000000006,138.20000000000002,6.1,3.26172,20.0,pre_fire_window,8,False,123.41666666666667
65657,Pleasure Point,36.958485,-121.97253,9,2025-01-24 02:00:00+00:00,2025-01-24 02:00:00+00:00,2025-01-24 02:00:00+00:00,1.0,1,21.4,21.4,15.299999999999999,6.1,3.26172,20.0,pre_fire_window,9,False,168.41666666666666
65695,Western Court,36.96797,-122.05804,1,2025-01-17 04:00:00+00:00,2025-01-17 04:00:00+00:00,2025-01-17 06:00:00+00:00,3.0,3,22.5,21.76666666666667,53.60000000000001,3.9,3.7064999999999997,20.0,pre_fire_window,1,True,2.4166666666666665
65695,Western Court,36.96797,-122.05804,2,2025-01-17 17:00:00+00:00,2025-01-17 18:00:00+00:00,2025-01-17 19:00:00+00:00,3.0,3,23.4,22.433333333333334,55.6,3.9,3.7064999999999997,20.0,pre_fire_window,2,False,16.416666666666668
65695,Western Court,36.96797,-122.05804,3,2025-01-18 02:00:00+00:00,2025-01-18 03:00:00+00:00,2025-01-18 06:00:00+00:00,5.0,5,32.5,25.72,109.1,3.9,3.7064999999999997,20.0,pre_fire_window,3,False,25.416666666666668
65695,Western Court,36.96797,-122.05804,4,2025-01-19 01:00:00+00:00,2025-01-19 04:00:00+00:00,2025-01-19 06:00:00+00:00,6.0,5,33.4,26.619999999999997,113.60000000000001,3.9,3.7064999999999997,20.0,pre_fire_window,4,False,50.416666666666664
65695,Western Court,36.96797,-122.05804,5,2025-01-19 11:00:00+00:00,2025-01-19 13:00:00+00:00,2025-01-19 16:00:00+00:00,6.0,6,25.2,23.05,114.9,3.9,3.7064999999999997,20.0,pre_fire_window,5,False,59.416666666666664
65695,Western Court,36.96797,-122.05804,6,2025-01-20 03:00:00+00:00,2025-01-20 04:00:00+00:00,2025-01-20 05:00:00+00:00,3.0,3,27.8,24.266666666666666,61.1,3.9,3.7064999999999997,20.0,pre_fire_window,6,False,74.41666666666667
65695,Western Court,36.96797,-122.05804,7,2025-01-20 16:00:00+00:00,2025-01-20 17:00:00+00:00,2025-01-20 18:00:00+00:00,3.0,3,22.9,22.066666666666663,54.5,3.9,3.7064999999999997,20.0,pre_fire_window,7,False,87.41666666666667
65695,Western Court,36.96797,-122.05804,8,2025-01-21 02:00:00+00:00,2025-01-21 02:00:00+00:00,2025-01-21 02:00:00+00:00,1.0,1,20.5,20.5,16.6,3.9,3.7064999999999997,20.0,pre_fire_window,8,False,96.41666666666667
66185,SanMiguelCyn / TwinLakes Dr,36.87375,-121.689995,1,2025-01-17 06:00:00+00:00,2025-01-17 06:00:00+00:00,2025-01-17 06:00:00+00:00,1.0,1,36.8,36.8,31.799999999999997,5.0,3.3358499999999998,20.0,pre_fire_window,1,True,4.416666666666667
66185,SanMiguelCyn / TwinLakes Dr,36.87375,-121.689995,2,2025-01-17 18:00:00+00:00,2025-01-17 18:00:00+00:00,2025-01-17 18:00:00+00:00,1.0,1,22.5,22.5,17.5,5.0,3.3358499999999998,20.0,pre_fire_window,2,False,16.416666666666668
66185,SanMiguelCyn / TwinLakes Dr,36.87375,-121.689995,3,2025-01-18 00:00:00+00:00,2025-01-18 00:00:00+00:00,2025-01-18 00:00:00+00:00,1.0,1,20.9,20.9,15.899999999999999,5.0,3.3358499999999998,20.0,pre_fire_window,3,False,22.416666666666668
66185,SanMiguelCyn / TwinLakes Dr,36.87375,-121.689995,4,2025-01-18 04:00:00+00:00,2025-01-18 05:00:00+00:00,2025-01-18 20:00:00+00:00,17.0,17,33.3,27.676470588235293,385.5,5.0,3.3358499999999998,20.0,pre_fire_window,4,False,27.416666666666668
66185,SanMiguelCyn / TwinLakes Dr,36.87375,-121.689995,5,2025-01-19 02:00:00+00:00,2025-01-19 03:00:00+00:00,2025-01-19 04:00:00+00:00,3.0,3,32.8,27.433333333333334,67.3,5.0,3.3358499999999998,20.0,pre_fire_window,5,False,49.416666666666664
66185,SanMiguelCyn / TwinLakes Dr,36.87375,-121.689995,6,2025-01-19 08:00:00+00:00,2025-01-19 08:00:00+00:00,2025-01-19 08:00:00+00:00,1.0,1,21.7,21.7,16.7,5.0,3.3358499999999998,20.0,pre_fire_window,6,False,54.416666666666664
66185,SanMiguelCyn / TwinLakes Dr,36.87375,-121.689995,7,2025-01-19 11:00:00+00:00,2025-01-19 20:00:00+00:00,2025-01-19 21:00:00+00:00,11.0,10,29.5,24.25,192.5,5.0,3.3358499999999998,20.0,pre_fire_window,7,False,66.41666666666667
66185,SanMiguelCyn / TwinLakes Dr,36.87375,-121.689995,8,2025-01-20 05:00:00+00:00,2025-01-20 07:00:00+00:00,2025-01-20 17:00:00+00:00,13.0,13,35.2,32.330769230769235,355.3,5.0,3.3358499999999998,20.0,pre_fire_window,8,False,77.41666666666667
66185,SanMiguelCyn / TwinLakes Dr,36.87375,-121.689995,9,2025-01-22 04:00:00+00:00,2025-01-22 04:00:00+00:00,2025-01-22 04:00:00+00:00,1.0,1,25.4,25.4,20.4,5.0,3.3358499999999998,20.0,pre_fire_window,9,False,122.41666666666667
66185,SanMiguelCyn / TwinLakes Dr,36.87375,-121.689995,10,2025-01-22 07:00:00+00:00,2025-01-22 07:00:00+00:00,2025-01-22 07:00:00+00:00,1.0,1,27.4,27.4,22.4,5.0,3.3358499999999998,20.0,pre_fire_window,10,False,125.41666666666667
66185,SanMiguelCyn / TwinLakes Dr,36.87375,-121.689995,11,2025-01-23 03:00:00+00:00,2025-01-23 03:00:00+00:00,2025-01-23 03:00:00+00:00,1.0,1,22.0,22.0,17.0,5.0,3.3358499999999998,20.0,pre_fire_window,11,False,145.41666666666666
66185,SanMiguelCyn / TwinLakes Dr,36.87375,-121.689995,12,2025-01-23 06:00:00+00:00,2025-01-23 06:00:00+00:00,2025-01-23 07:00:00+00:00,2.0,2,30.9,30.549999999999997,51.099999999999994,5.0,3.3358499999999998,20.0,pre_fire_window,12,False,148.41666666666666
66185,SanMiguelCyn / TwinLakes Dr,36.87375,-121.689995,13,2025-01-24 02:00:00+00:00,2025-01-24 02:00:00+00:00,2025-01-24 02:00:00+00:00,1.0,1,36.4,36.4,31.4,5.0,3.3358499999999998,20.0,pre_fire_window,13,False,168.41666666666666
67193,Crest Lane Outdoors,36.91816,-121.83805,1,2025-01-17 03:00:00+00:00,2025-01-17 03:00:00+00:00,2025-01-17 03:00:00+00:00,1.0,1,21.0,21.0,14.75,6.25,2.14977,20.0,pre_fire_window,1,True,1.4166666666666667
67193,Crest Lane Outdoors,36.91816,-121.83805,2,2025-01-17 09:00:00+00:00,2025-01-17 16:00:00+00:00,2025-01-17 19:00:00+00:00,11.0,11,30.6,24.227272727272734,197.75000000000003,6.25,2.14977,20.0,pre_fire_window,2,False,14.416666666666666
67193,Crest Lane Outdoors,36.91816,-121.83805,3,2025-01-17 23:00:00+00:00,2025-01-18 11:00:00+00:00,2025-01-18 20:00:00+00:00,22.0,22,34.8,29.422727272727265,509.8,6.25,2.14977,20.0,pre_fire_window,3,False,33.416666666666664
67193,Crest Lane Outdoors,36.91816,-121.83805,4,2025-01-19 01:00:00+00:00,2025-01-19 04:00:00+00:00,2025-01-19 21:00:00+00:00,21.0,21,36.4,28.66190476190476,470.6499999999999,6.25,2.14977,20.0,pre_fire_window,4,False,50.416666666666664
67193,Crest Lane Outdoors,36.91816,-121.83805,5,2025-01-20 03:00:00+00:00,2025-01-20 06:00:00+00:00,2025-01-20 18:00:00+00:00,16.0,16,40.7,33.06875,429.1,6.25,2.14977,20.0,pre_fire_window,5,False,76.41666666666667
67323,LV outside,36.996357,-121.874214,1,2025-01-17 16:00:00+00:00,2025-01-17 17:00:00+00:00,2025-01-17 17:00:00+00:00,2.0,2,22.4,21.4,39.4,1.7000000000000002,2.0,20.0,pre_fire_window,1,True,15.416666666666666
67323,LV outside,36.996357,-121.874214,2,2025-01-18 02:00:00+00:00,2025-01-18 07:00:00+00:00,2025-01-18 12:00:00+00:00,11.0,11,24.5,21.999999999999996,223.30000000000004,1.7000000000000002,2.0,20.0,pre_fire_window,2,False,29.416666666666668
67323,LV outside,36.996357,-121.874214,3,2025-01-19 17:00:00+00:00,2025-01-19 19:00:00+00:00,2025-01-19 20:00:00+00:00,4.0,4,24.6,22.975,85.10000000000001,1.7000000000000002,2.0,20.0,pre_fire_window,3,False,65.41666666666667
67323,LV outside,36.996357,-121.874214,4,2025-01-20 01:00:00+00:00,2025-01-20 03:00:00+00:00,2025-01-20 06:00:00+00:00,6.0,6,25.1,23.350000000000005,129.9,1.7000000000000002,2.0,20.0,pre_fire_window,4,False,73.41666666666667
67323,LV outside,36.996357,-121.874214,5,2025-01-20 10:00:00+00:00,2025-01-20 11:00:00+00:00,2025-01-20 11:00:00+00:00,2.0,2,22.3,21.65,39.900000000000006,1.7000000000000002,2.0,20.0,pre_fire_window,5,False,81.41666666666667
67323,LV outside,36.996357,-121.874214,6,2025-01-20 18:00:00+00:00,2025-01-20 18:00:00+00:00,2025-01-20 18:00:00+00:00,1.0,1,21.6,21.6,19.900000000000002,1.7000000000000002,2.0,20.0,pre_fire_window,6,False,88.41666666666667
67379,Roof,36.973373,-121.90826,1,2025-01-17 17:00:00+00:00,2025-01-17 17:00:00+00:00,2025-01-17 17:00:00+00:00,1.0,1,28.8,28.8,21.4,7.4,5.559749999999999,24.079249999999995,pre_fire_window,1,True,15.416666666666666
67379,Roof,36.973373,-121.90826,2,2025-01-18 01:00:00+00:00,2025-01-18 04:00:00+00:00,2025-01-18 13:00:00+00:00,13.0,13,29.9,27.22307692307692,257.7,7.4,5.559749999999999,24.079249999999995,pre_fire_window,2,False,26.416666666666668
67379,Roof,36.973373,-121.90826,3,2025-01-18 16:00:00+00:00,2025-01-18 16:00:00+00:00,2025-01-18 16:00:00+00:00,1.0,1,24.1,24.1,16.700000000000003,7.4,5.559749999999999,24.079249999999995,pre_fire_window,3,False,38.416666666666664
67379,Roof,36.973373,-121.90826,4,2025-01-19 03:00:00+00:00,2025-01-19 05:00:00+00:00,2025-01-19 06:00:00+00:00,4.0,4,29.3,26.9,78.0,7.4,5.559749999999999,24.079249999999995,pre_fire_window,4,False,51.416666666666664
67379,Roof,36.973373,-121.90826,5,2025-01-19 17:00:00+00:00,2025-01-19 19:00:00+00:00,2025-01-19 20:00:00+00:00,4.0,4,28.5,26.6,76.80000000000001,7.4,5.559749999999999,24.079249999999995,pre_fire_window,5,False,65.41666666666667
67379,Roof,36.973373,-121.90826,6,2025-01-20 02:00:00+00:00,2025-01-20 05:00:00+00:00,2025-01-20 07:00:00+00:00,6.0,6,32.8,28.73333333333333,128.0,7.4,5.559749999999999,24.079249999999995,pre_fire_window,6,False,75.41666666666667
67379,Roof,36.973373,-121.90826,7,2025-01-20 17:00:00+00:00,2025-01-20 18:00:00+00:00,2025-01-20 18:00:00+00:00,2.0,2,28.8,26.450000000000003,38.1,7.4,5.559749999999999,24.079249999999995,pre_fire_window,7,False,88.41666666666667
67379,Roof,36.973373,-121.90826,8,2025-01-22 04:00:00+00:00,2025-01-22 04:00:00+00:00,2025-01-22 04:00:00+00:00,1.0,1,30.4,30.4,23.0,7.4,5.559749999999999,24.079249999999995,pre_fire_window,8,False,122.41666666666667
67477,MH outside,36.968086,-122.03695,1,2025-01-17 18:00:00+00:00,2025-01-17 18:00:00+00:00,2025-01-17 20:00:00+00:00,3.0,3,27.3,26.03333333333333,48.4,9.9,4.29954,22.79862,pre_fire_window,1,True,16.416666666666668
67477,MH outside,36.968086,-122.03695,2,2025-01-18 00:00:00+00:00,2025-01-18 05:00:00+00:00,2025-01-18 10:00:00+00:00,11.0,11,36.3,28.136363636363637,200.6,9.9,4.29954,22.79862,pre_fire_window,2,False,27.416666666666668
67477,MH outside,36.968086,-122.03695,3,2025-01-19 01:00:00+00:00,2025-01-19 09:00:00+00:00,2025-01-19 16:00:00+00:00,16.0,16,31.9,27.10625,275.3,9.9,4.29954,22.79862,pre_fire_window,3,False,55.416666666666664
67477,MH outside,36.968086,-122.03695,4,2025-01-20 02:00:00+00:00,2025-01-20 04:00:00+00:00,2025-01-20 06:00:00+00:00,5.0,5,33.2,28.48,92.9,9.9,4.29954,22.79862,pre_fire_window,4,False,74.41666666666667
67477,MH outside,36.968086,-122.03695,5,2025-01-20 09:00:00+00:00,2025-01-20 09:00:00+00:00,2025-01-20 09:00:00+00:00,1.0,1,23.7,23.7,13.799999999999999,9.9,4.29954,22.79862,pre_fire_window,5,False,79.41666666666667
67477,MH outside,36.968086,-122.03695,6,2025-01-20 16:00:00+00:00,2025-01-20 17:00:00+00:00,2025-01-20 18:00:00+00:00,3.0,3,28.0,25.96666666666667,48.2,9.9,4.29954,22.79862,pre_fire_window,6,False,87.41666666666667
67477,MH outside,36.968086,-122.03695,7,2025-01-21 01:00:00+00:00,2025-01-21 02:00:00+00:00,2025-01-21 03:00:00+00:00,3.0,3,38.4,32.76666666666667,68.6,9.9,4.29954,22.79862,pre_fire_window,7,False,96.41666666666667
67477,MH outside,36.968086,-122.03695,8,2025-01-22 02:00:00+00:00,2025-01-22 04:00:00+00:00,2025-01-22 04:00:00+00:00,3.0,2,23.7,23.299999999999997,26.799999999999997,9.9,4.29954,22.79862,pre_fire_window,8,False,122.41666666666667
67477,MH outside,36.968086,-122.03695,9,2025-01-23 01:00:00+00:00,2025-01-23 03:00:00+00:00,2025-01-23 05:00:00+00:00,5.0,5,41.3,29.840000000000003,99.70000000000002,9.9,4.29954,22.79862,pre_fire_window,9,False,145.41666666666666
67477,MH outside,36.968086,-122.03695,10,2025-01-24 03:00:00+00:00,2025-01-24 03:00:00+00:00,2025-01-24 03:00:00+00:00,1.0,1,23.3,23.3,13.4,9.9,4.29954,22.79862,pre_fire_window,10,False,169.41666666666666
67817,CBS_SV,36.55621,-121.91748,1,2025-01-17 02:00:00+00:00,2025-01-17 02:00:00+00:00,2025-01-17 02:00:00+00:00,1.0,1,20.6,20.6,18.3,2.3,2.0,20.0,pre_fire_window,1,True,0.4166666666666667
67817,CBS_SV,36.55621,-121.91748,2,2025-01-18 11:00:00+00:00,2025-01-18 12:00:00+00:00,2025-01-18 13:00:00+00:00,3.0,3,30.6,25.7,70.2,2.3,2.0,20.0,pre_fire_window,2,False,34.416666666666664
67817,CBS_SV,36.55621,-121.91748,3,2025-01-18 22:00:00+00:00,2025-01-18 22:00:00+00:00,2025-01-18 22:00:00+00:00,1.0,1,20.8,20.8,18.5,2.3,2.0,20.0,pre_fire_window,3,False,44.416666666666664
67817,CBS_SV,36.55621,-121.91748,4,2025-01-19 02:00:00+00:00,2025-01-19 02:00:00+00:00,2025-01-19 03:00:00+00:00,2.0,2,36.8,29.95,55.3,2.3,2.0,20.0,pre_fire_window,4,False,48.416666666666664
67817,CBS_SV,36.55621,-121.91748,5,2025-01-19 17:00:00+00:00,2025-01-19 20:00:00+00:00,2025-01-19 21:00:00+00:00,5.0,5,30.1,25.82,117.6,2.3,2.0,20.0,pre_fire_window,5,False,66.41666666666667
67817,CBS_SV,36.55621,-121.91748,6,2025-01-20 07:00:00+00:00,2025-01-20 08:00:00+00:00,2025-01-20 12:00:00+00:00,6.0,6,35.0,28.3,156.0,2.3,2.0,20.0,pre_fire_window,6,False,78.41666666666667
67817,CBS_SV,36.55621,-121.91748,7,2025-01-22 06:00:00+00:00,2025-01-22 07:00:00+00:00,2025-01-22 07:00:00+00:00,2.0,2,25.5,22.95,41.3,2.3,2.0,20.0,pre_fire_window,7,False,125.41666666666667
68117,Lynwood Place (Outside),36.94366,-121.797195,1,2025-01-17 18:00:00+00:00,2025-01-17 18:00:00+00:00,2025-01-17 18:00:00+00:00,1.0,1,27.0,27.0,18.75,8.25,6.22692,26.93076,pre_fire_window,1,True,16.416666666666668
68117,Lynwood Place (Outside),36.94366,-121.797195,2,2025-01-18 03:00:00+00:00,2025-01-18 04:00:00+00:00,2025-01-18 12:00:00+00:00,10.0,10,46.7,35.470000000000006,272.2,8.25,6.22692,26.93076,pre_fire_window,2,False,26.416666666666668
68117,Lynwood Place (Outside),36.94366,-121.797195,3,2025-01-18 17:00:00+00:00,2025-01-18 20:00:00+00:00,2025-01-18 20:00:00+00:00,4.0,4,30.7,29.625,85.5,8.25,6.22692,26.93076,pre_fire_window,3,False,42.416666666666664
68117,Lynwood Place (Outside),36.94366,-121.797195,4,2025-01-19 02:00:00+00:00,2025-01-19 06:00:00+00:00,2025-01-19 06:00:00+00:00,5.0,5,41.1,32.519999999999996,121.35,8.25,6.22692,26.93076,pre_fire_window,4,False,52.416666666666664
68117,Lynwood Place (Outside),36.94366,-121.797195,5,2025-01-19 17:00:00+00:00,2025-01-19 19:00:00+00:00,2025-01-19 19:00:00+00:00,3.0,3,31.0,30.0,65.25,8.25,6.22692,26.93076,pre_fire_window,5,False,65.41666666666667
68117,Lynwood Place (Outside),36.94366,-121.797195,6,2025-01-20 04:00:00+00:00,2025-01-20 06:00:00+00:00,2025-01-20 07:00:00+00:00,4.0,4,44.0,38.724999999999994,121.89999999999999,8.25,6.22692,26.93076,pre_fire_window,6,False,76.41666666666667
68117,Lynwood Place (Outside),36.94366,-121.797195,7,2025-01-20 10:00:00+00:00,2025-01-20 10:00:00+00:00,2025-01-20 11:00:00+00:00,2.0,2,34.2,30.650000000000002,44.800000000000004,8.25,6.22692,26.93076,pre_fire_window,7,False,80.41666666666667
68117,Lynwood Place (Outside),36.94366,-121.797195,8,2025-01-20 16:00:00+00:00,2025-01-20 17:00:00+00:00,2025-01-20 17:00:00+00:00,2.0,2,32.7,31.1,45.7,8.25,6.22692,26.93076,pre_fire_window,8,False,87.41666666666667
68117,Lynwood Place (Outside),36.94366,-121.797195,9,2025-01-21 03:00:00+00:00,2025-01-21 03:00:00+00:00,2025-01-21 03:00:00+00:00,1.0,1,29.7,29.7,21.45,8.25,6.22692,26.93076,pre_fire_window,9,False,97.41666666666667
68117,Lynwood Place (Outside),36.94366,-121.797195,10,2025-01-22 02:00:00+00:00,2025-01-22 02:00:00+00:00,2025-01-22 04:00:00+00:00,3.0,3,34.8,32.13333333333333,71.65,8.25,6.22692,26.93076,pre_fire_window,10,False,120.41666666666667
68117,Lynwood Place (Outside),36.94366,-121.797195,11,2025-01-23 16:00:00+00:00,2025-01-23 16:00:00+00:00,2025-01-23 16:00:00+00:00,1.0,1,37.0,37.0,28.75,8.25,6.22692,26.93076,pre_fire_window,11,False,158.41666666666666
68939,Harbor Pegasus Racing,36.96654,-122.00283,1,2025-01-17 18:00:00+00:00,2025-01-17 18:00:00+00:00,2025-01-17 18:00:00+00:00,1.0,1,30.3,30.3,20.5,9.8,6.30105,28.70315,pre_fire_window,1,True,16.416666666666668
68939,Harbor Pegasus Racing,36.96654,-122.00283,2,2025-01-18 02:00:00+00:00,2025-01-18 04:00:00+00:00,2025-01-18 06:00:00+00:00,5.0,5,41.6,34.58,123.9,9.8,6.30105,28.70315,pre_fire_window,2,False,26.416666666666668
68939,Harbor Pegasus Racing,36.96654,-122.00283,3,2025-01-19 02:00:00+00:00,2025-01-19 04:00:00+00:00,2025-01-19 07:00:00+00:00,6.0,6,46.6,38.166666666666664,170.2,9.8,6.30105,28.70315,pre_fire_window,3,False,50.416666666666664
68939,Harbor Pegasus Racing,36.96654,-122.00283,4,2025-01-20 03:00:00+00:00,2025-01-20 05:00:00+00:00,2025-01-20 06:00:00+00:00,4.0,4,43.2,36.175,105.50000000000001,9.8,6.30105,28.70315,pre_fire_window,4,False,75.41666666666667
68939,Harbor Pegasus Racing,36.96654,-122.00283,5,2025-01-20 17:00:00+00:00,2025-01-20 17:00:00+00:00,2025-01-20 18:00:00+00:00,2.0,2,30.3,29.55,39.5,9.8,6.30105,28.70315,pre_fire_window,5,False,87.41666666666667
68939,Harbor Pegasus Racing,36.96654,-122.00283,6,2025-01-21 03:00:00+00:00,2025-01-21 03:00:00+00:00,2025-01-21 03:00:00+00:00,1.0,1,37.8,37.8,27.999999999999996,9.8,6.30105,28.70315,pre_fire_window,6,False,97.41666666666667
68939,Harbor Pegasus Racing,36.96654,-122.00283,7,2025-01-22 04:00:00+00:00,2025-01-22 05:00:00+00:00,2025-01-22 05:00:00+00:00,2.0,2,36.7,35.900000000000006,52.2,9.8,6.30105,28.70315,pre_fire_window,7,False,123.41666666666667
68939,Harbor Pegasus Racing,36.96654,-122.00283,8,2025-01-23 04:00:00+00:00,2025-01-23 04:00:00+00:00,2025-01-23 05:00:00+00:00,2.0,2,32.0,30.9,42.2,9.8,6.30105,28.70315,pre_fire_window,8,False,146.41666666666666
68939,Harbor Pegasus Racing,36.96654,-122.00283,9,2025-01-24 03:00:00+00:00,2025-01-24 04:00:00+00:00,2025-01-24 04:00:00+00:00,2.0,2,34.9,34.7,49.8,9.8,6.30105,28.70315,pre_fire_window,9,False,170.41666666666666
69491,Leavesley at Crews,37.037693,-121.520004,1,2025-01-17 02:00:00+00:00,2025-01-17 04:00:00+00:00,2025-01-17 05:00:00+00:00,4.0,4,32.2,31.325,84.5,10.2,6.078659999999999,28.435979999999997,pre_fire_window,1,True,2.4166666666666665
69491,Leavesley at Crews,37.037693,-121.520004,2,2025-01-17 16:00:00+00:00,2025-01-17 16:00:00+00:00,2025-01-17 19:00:00+00:00,4.0,4,37.5,32.824999999999996,90.5,10.2,6.078659999999999,28.435979999999997,pre_fire_window,2,False,14.416666666666666
69491,Leavesley at Crews,37.037693,-121.520004,3,2025-01-17 23:00:00+00:00,2025-01-17 23:00:00+00:00,2025-01-17 23:00:00+00:00,1.0,1,38.9,38.9,28.7,10.2,6.078659999999999,28.435979999999997,pre_fire_window,3,False,21.416666666666668
69491,Leavesley at Crews,37.037693,-121.520004,4,2025-01-18 03:00:00+00:00,2025-01-18 16:00:00+00:00,2025-01-18 20:00:00+00:00,18.0,18,54.2,37.54444444444445,492.2,10.2,6.078659999999999,28.435979999999997,pre_fire_window,4,False,38.416666666666664
69491,Leavesley at Crews,37.037693,-121.520004,5,2025-01-19 01:00:00+00:00,2025-01-19 02:00:00+00:00,2025-01-19 04:00:00+00:00,4.0,3,60.3,44.166666666666664,101.9,10.2,6.078659999999999,28.435979999999997,pre_fire_window,5,False,48.416666666666664
69491,Leavesley at Crews,37.037693,-121.520004,6,2025-01-19 15:00:00+00:00,2025-01-20 05:00:00+00:00,2025-01-20 17:00:00+00:00,27.0,27,58.4,39.87777777777778,801.3,10.2,6.078659999999999,28.435979999999997,pre_fire_window,6,False,75.41666666666667
69491,Leavesley at Crews,37.037693,-121.520004,7,2025-01-21 08:00:00+00:00,2025-01-21 08:00:00+00:00,2025-01-21 08:00:00+00:00,1.0,1,49.6,49.6,39.400000000000006,10.2,6.078659999999999,28.435979999999997,pre_fire_window,7,False,102.41666666666667
69491,Leavesley at Crews,37.037693,-121.520004,8,2025-01-22 02:00:00+00:00,2025-01-22 02:00:00+00:00,2025-01-22 02:00:00+00:00,1.0,1,56.1,56.1,45.900000000000006,10.2,6.078659999999999,28.435979999999997,pre_fire_window,8,False,120.41666666666667
69491,Leavesley at Crews,37.037693,-121.520004,9,2025-01-22 08:00:00+00:00,2025-01-22 08:00:00+00:00,2025-01-22 08:00:00+00:00,1.0,1,42.7,42.7,32.5,10.2,6.078659999999999,28.435979999999997,pre_fire_window,9,False,126.41666666666667
69491,Leavesley at Crews,37.037693,-121.520004,10,2025-01-23 09:00:00+00:00,2025-01-23 10:00:00+00:00,2025-01-23 15:00:00+00:00,7.0,6,47.3,38.24999999999999,168.3,10.2,6.078659999999999,28.435979999999997,pre_fire_window,10,False,152.41666666666666
69491,Leavesley at Crews,37.037693,-121.520004,11,2025-01-24 02:00:00+00:00,2025-01-24 02:00:00+00:00,2025-01-24 02:00:00+00:00,1.0,1,34.9,34.9,24.7,10.2,6.078659999999999,28.435979999999997,pre_fire_window,11,False,168.41666666666666
69491,Leavesley at Crews,37.037693,-121.520004,12,2025-01-24 17:00:00+00:00,2025-01-24 17:00:00+00:00,2025-01-24 17:00:00+00:00,1.0,1,31.4,31.4,21.2,10.2,6.078659999999999,28.435979999999997,pre_fire_window,12,False,183.41666666666666
69491,Leavesley at Crews,37.037693,-121.520004,13,2025-01-24 23:00:00+00:00,2025-01-24 23:00:00+00:00,2025-01-24 23:00:00+00:00,1.0,1,29.9,29.9,19.7,10.2,6.078659999999999,28.435979999999997,pre_fire_window,13,False,189.41666666666666
69681,Front Porch,36.876312,-121.62787,1,2025-01-17 04:00:00+00:00,2025-01-17 04:00:00+00:00,2025-01-17 04:00:00+00:00,1.0,1,33.7,33.7,28.800000000000004,4.9,2.2239,20.0,pre_fire_window,1,True,2.4166666666666665
69681,Front Porch,36.876312,-121.62787,2,2025-01-17 17:00:00+00:00,2025-01-17 22:00:00+00:00,2025-01-18 20:00:00+00:00,28.0,26,40.3,32.16923076923077,709.0,4.9,2.2239,20.0,pre_fire_window,2,False,20.416666666666668
69681,Front Porch,36.876312,-121.62787,3,2025-01-19 02:00:00+00:00,2025-01-19 03:00:00+00:00,2025-01-20 19:00:00+00:00,42.0,42,54.2,32.73809523809524,1169.2,4.9,2.2239,20.0,pre_fire_window,3,False,49.416666666666664
69681,Front Porch,36.876312,-121.62787,4,2025-01-21 03:00:00+00:00,2025-01-21 03:00:00+00:00,2025-01-21 03:00:00+00:00,1.0,1,39.8,39.8,34.9,4.9,2.2239,20.0,pre_fire_window,4,False,97.41666666666667
69681,Front Porch,36.876312,-121.62787,5,2025-01-22 16:00:00+00:00,2025-01-22 16:00:00+00:00,2025-01-22 18:00:00+00:00,3.0,3,109.0,72.0,201.29999999999998,4.9,2.2239,20.0,pre_fire_window,5,False,134.41666666666666
