time_stamp,humidity,pm2.5_atm,pm2.5_cf_1,sensor_index
2025-01-23 20:00:00+00:00,22,4.9,4.9,4355
2025-01-23 03:00:00+00:00,36,20.2,20.2,4355
2025-01-23 17:00:00+00:00,35,8.0,8.0,4355
2025-01-23 00:00:00+00:00,19,3.5,3.5,4355
2025-01-23 11:00:00+00:00,43,11.4,11.4,4355
2025-01-23 09:00:00+00:00,42,8.2,8.2,4355
2025-01-17 01:00:00+00:00,33,5.5,5.5,4355
2025-01-17 22:00:00+00:00,45,16.1,16.1,4355
2025-01-17 04:00:00+00:00,43,12.3,12.3,4355
2025-01-17 17:00:00+00:00,48,14.1,14.1,4355
2025-01-17 11:00:00+00:00,44,10.5,10.5,4355
2025-01-17 03:00:00+00:00,40,10.0,10.0,4355
2025-01-17 16:00:00+00:00,45,9.5,9.5,4355
2025-01-22 17:00:00+00:00,36,6.4,6.4,4355
2025-01-22 07:00:00+00:00,37,10.6,10.6,4355
2025-01-22 18:00:00+00:00,30,3.9,3.9,4355
2025-01-22 12:00:00+00:00,39,9.6,9.6,4355
2025-01-22 22:00:00+00:00,20,2.8,2.8,4355
2025-01-22 03:00:00+00:00,37,11.0,11.0,4355
2025-01-18 19:00:00+00:00,48,10.6,10.6,4355
2025-01-18 22:00:00+00:00,46,7.5,7.5,4355
2025-01-18 14:00:00+00:00,50,12.1,12.1,4355
2025-01-15 11:00:00+00:00,52,5.5,5.5,5488
2025-01-15 06:00:00+00:00,57,13.5,13.5,5488
2025-01-15 16:00:00+00:00,51,5.9,5.9,5488
2025-01-15 13:00:00+00:00,51,3.0,3.0,5488
2025-01-15 18:00:00+00:00,44,9.6,9.6,5488
2025-01-15 12:00:00+00:00,51,3.6,3.6,5488
2025-01-15 01:00:00+00:00,51,3.7,3.7,5488
2025-01-15 23:00:00+00:00,28,4.2,4.2,5488
2025-01-15 20:00:00+00:00,47,5.3,5.3,5488
2025-01-14 16:00:00+00:00,44,7.9,7.9,5488
2025-01-14 23:00:00+00:00,34,1.7,1.7,5488
2025-01-14 19:00:00+00:00,39,3.3,3.3,5488
2025-01-14 01:00:00+00:00,33,12.7,12.7,5488
2025-01-14 04:00:00+00:00,40,27.3,27.8,5488
2025-01-16 12:00:00+00:00,46,2.9,2.9,5488
2025-01-16 04:00:00+00:00,53,31.1,32.5,5488
2025-01-16 14:00:00+00:00,47,4.2,4.2,5488
2025-01-19 21:00:00+00:00,55,27.4,27.5,5488
2025-01-19 15:00:00+00:00,57,21.2,21.2,5488
2025-01-19 18:00:00+00:00,58,26.6,26.6,5488
2025-01-19 13:00:00+00:00,59,26.4,26.4,5488
2025-01-19 23:00:00+00:00,54,15.5,15.5,5488
2025-01-19 06:00:00+00:00,58,28.8,29.3,5488
2025-01-19 05:00:00+00:00,58,37.1,41.1,5488
2025-01-20 02:00:00+00:00,59,21.8,22.8,5488
2025-01-20 00:00:00+00:00,55,12.0,12.0,5488
2025-01-24 08:00:00+00:00,35,7.8,7.8,5488
2025-01-24 17:00:00+00:00,33,9.6,9.6,5488
2025-01-17 07:00:00+00:00,61,24.9,25.0,5488
2025-01-17 10:00:00+00:00,64,25.0,25.0,5488
2025-01-17 05:00:00+00:00,47,21.3,23.5,5488
2025-01-17 08:00:00+00:00,62,28.6,28.7,5488
2025-01-17 09:00:00+00:00,64,27.4,27.5,5488
2025-01-17 00:00:00+00:00,51,6.8,6.8,5488
2025-01-18 08:00:00+00:00,54,15.7,15.7,5488
2025-01-18 03:00:00+00:00,52,18.5,18.5,5488
2025-01-18 13:00:00+00:00,56,30.8,31.0,5488
2025-01-18 10:00:00+00:00,55,28.7,28.8,5488
2025-01-15 19:00:00+00:00,38,3.0,3.0,5488
2025-01-14 12:00:00+00:00,42,4.9,4.9,5488
2025-01-14 07:00:00+00:00,39,9.7,9.7,5488
2025-01-14 21:00:00+00:00,31,5.5,5.5,5488
2025-01-14 10:00:00+00:00,42,6.4,6.4,5488
2025-01-14 22:00:00+00:00,29,3.6,3.6,5488
